click_id,customer_id,page_name,session_id,device_type,click_timestamp
28,23,Deals,fd1c5074-28d1-49d6-9ba3-e3ea044b36f0,Mobile,2026-04-06 05:15:43.741453
29,61,Products,dadf26f6-73cd-487f-a430-1ae820fbc3b0,Tablet,2025-09-09 21:54:43.741453
30,76,Deals,fba12bed-106d-4540-ac72-205df3185da2,Desktop,2025-07-09 07:45:43.741453
31,30,Checkout,97bdb1d6-6de7-4beb-a7de-31cd50375279,Desktop,2025-06-09 15:43:43.741453
32,16,Checkout,f4db3cb5-7da3-4cc7-9c81-be6155d677c7,Tablet,2025-10-03 13:03:43.741453
33,89,Deals,afac97d7-88d0-49ed-a4f6-a3c77ce1129e,Mobile,2026-03-04 14:42:43.741453
34,36,Products,55b25944-70ab-43f8-90ae-9f2a9b736a06,Mobile,2026-01-30 13:34:43.741453
35,70,Checkout,5109a392-c2d6-4c8c-afeb-8a65a3ca01d9,Tablet,2025-07-21 22:27:43.741453
36,73,Support,efa855a6-b0d4-436a-99bc-76183d993305,Mobile,2025-10-19 09:29:43.741453
37,35,Home,2584deef-2c46-4b88-8ac0-2e213d097e26,Desktop,2026-03-22 05:00:43.741453
38,65,Support,d0b7c173-9a7e-475e-8569-cea37431831b,Desktop,2025-12-09 11:37:43.741453
39,84,Home,49377b8a-3d31-42db-a17c-8a680dff4aea,Desktop,2025-12-20 00:35:43.741453
40,88,Products,246624d0-e2a7-412e-b293-f8e9f856d340,Desktop,2025-09-08 15:30:43.741453
41,58,Profile,2e6d9c67-5fcb-4bed-a82a-b8bf505599bd,Tablet,2025-08-07 08:09:43.741453
42,61,Checkout,01e7c2c2-e94b-4fcf-9ffb-f79ff176cc20,Tablet,2025-07-31 18:15:43.741453
43,81,Home,612ba667-7025-4621-a8a8-e2303a1a39cf,Desktop,2026-03-28 01:24:43.741453
44,86,Support,eea617f4-8894-4169-b5a9-687524a7cdd3,Tablet,2026-04-21 03:09:43.741453
45,21,Support,9942814e-fe63-4369-9b33-e8ebe00e7d28,Mobile,2025-12-04 02:18:43.741453
46,54,Checkout,dad3ccee-8a08-4988-91ae-24cc43ed6cfc,Tablet,2025-07-03 13:14:43.741453
47,90,Products,8b9e677b-4ccb-49ee-a159-cdb90e8d8e75,Mobile,2025-09-13 11:24:43.741453
48,64,Support,d6de0f30-3b55-494e-8928-0e1111f417c1,Tablet,2025-09-25 23:34:43.741453
49,82,Support,2dc49ff1-0aa8-4025-a39b-602cf6c51adb,Desktop,2025-05-30 07:10:43.741453
50,56,Checkout,539eba50-c8db-42c1-b9d6-684c7755fba4,Desktop,2025-06-10 05:28:43.741453
51,94,Cart,23aa6fe4-91f5-4b71-8648-23421ca666ec,Mobile,2025-06-04 22:52:43.741453
52,59,Cart,0b317382-6d03-4706-b0e6-2ab963ba9a4b,Desktop,2025-09-20 21:31:43.741453
53,85,Deals,d5b38b0f-9280-4aad-8747-eb62b193af0f,Mobile,2025-09-21 09:06:43.741453
54,87,Support,fc75bdce-53fb-47f7-b73d-7f5f0ed509d9,Tablet,2025-08-27 09:10:43.741453
55,27,Checkout,a22c322b-37cc-4198-ad6a-d3edc5e11b3d,Mobile,2025-10-23 07:02:43.741453
56,22,Checkout,f0286431-98ad-4bae-ad25-4f8605fcf3bc,Desktop,2026-03-20 05:13:43.741453
57,65,Products,9f0c15f1-4695-4d32-8f6c-913865241e56,Tablet,2026-05-01 15:11:43.741453
58,4,Checkout,10b3f3d6-e560-40fd-9523-7ea025acd0a9,Tablet,2026-02-10 21:59:43.741453
59,13,Support,fba51790-d68f-4675-a96a-9a2c984ef40e,Mobile,2026-01-10 14:29:43.741453
60,40,Profile,8c694ee9-10bc-4f26-8db2-4fd5f40c4d22,Mobile,2026-03-14 08:46:43.741453
61,11,Profile,1cf268d2-4e1e-4815-9015-debfa0dc7b53,Tablet,2025-06-03 05:23:43.741453
62,58,Profile,733e6cc5-c8c0-446a-a91b-29902e5434c8,Desktop,2025-11-25 12:10:43.741453
63,49,Deals,377904de-d29b-4dae-87da-7f0879470c56,Desktop,2025-07-07 17:52:43.741453
64,64,Profile,0d80fb42-c76f-4823-a8b4-905063dca803,Mobile,2025-12-20 15:00:43.741453
65,15,Deals,ff696a90-035f-4936-984d-df2bdc7be3a8,Desktop,2026-02-26 02:21:43.741453
66,58,Products,e78a9b7e-3081-4330-bf1e-6b57fc55a2ff,Tablet,2025-07-05 11:42:43.741453
67,52,Home,cf3c6dc9-2b74-4f9d-8e90-cb05c3c66c7e,Tablet,2025-12-15 13:34:43.741453
68,100,Checkout,f97fa9ec-d03b-4ee1-b33d-f30c91332ecd,Mobile,2026-04-17 14:43:43.741453
69,40,Deals,957e12c1-b61c-4c6a-a7a1-a9e4f83c0113,Desktop,2026-03-29 10:02:43.741453
70,21,Home,7fc29a95-4736-42b7-8077-4488b423c52d,Desktop,2025-09-08 20:55:43.741453
71,7,Profile,b0ec6a51-e686-42bf-852b-8ab2aead3296,Desktop,2026-01-14 12:49:43.741453
72,78,Cart,e1f6705c-724e-4ea7-a9a5-534b37ce1cac,Mobile,2025-11-26 02:54:43.741453
73,54,Support,c7fe97b7-92b6-48aa-a45c-44adccd5b14d,Mobile,2025-12-31 23:32:43.741453
74,24,Products,48b1631b-587d-4758-a59f-26174c8fb1fb,Mobile,2025-09-21 08:34:43.741453
75,72,Cart,4ad31a07-1a10-4c23-b650-afaec49ad7a2,Desktop,2026-03-31 07:55:43.741453
76,43,Home,d4d6a317-059d-427d-b535-00cf859a88b8,Mobile,2026-01-07 17:36:43.741453
77,95,Home,c1f6c8e2-a14c-4765-a543-6beb44bf8fcc,Desktop,2025-11-04 14:41:43.741453
78,6,Cart,53842fba-404c-4cb2-ac37-3b49874142d0,Mobile,2025-07-13 15:17:43.741453
79,54,Cart,85403c0a-5398-4a80-8073-8c2742b947f0,Mobile,2025-08-15 21:56:43.741453
80,77,Support,1d778073-1991-415b-99bd-2e57a420cbcd,Mobile,2025-07-10 09:11:43.741453
81,14,Deals,b708b4ac-8628-41e7-a8dd-2e1707627e7f,Desktop,2026-03-30 23:20:43.741453
82,39,Products,11447950-7008-4152-858d-d801a8071db2,Tablet,2025-06-04 20:49:43.741453
83,51,Profile,c8f72237-f784-458b-a1d2-2d3e1f70374c,Mobile,2026-03-07 05:54:43.741453
84,48,Deals,ffa59bfb-78d0-4071-b463-766d5ad4ee91,Tablet,2026-02-09 03:51:43.741453
85,97,Deals,ba107eed-494b-4d40-97de-22b91a842fb1,Mobile,2026-04-06 04:50:43.741453
86,20,Cart,2bd495d0-d9ca-4a86-891b-fce98d464b84,Mobile,2025-06-17 07:55:43.741453
87,91,Support,b2371670-6b36-423e-9a7d-22e5c5622254,Mobile,2025-06-16 19:54:43.741453
88,96,Checkout,b278fd57-4a4e-48b8-946a-c9a1903e2cb9,Desktop,2026-02-22 15:59:43.741453
89,38,Profile,47a659e9-4a65-4dac-b0c5-199419575e42,Tablet,2026-04-04 06:08:43.741453
90,2,Support,5057b935-2376-47cc-9d03-2d20136ffc52,Mobile,2026-01-18 08:29:43.741453
91,67,Profile,317e3a7f-4693-489b-976c-15e93c19c051,Tablet,2026-05-07 09:21:43.741453
92,98,Cart,d693c7c3-c89b-4d0c-8c85-1e9b09d59c2c,Mobile,2026-04-19 01:45:43.741453
93,6,Checkout,5e91e0a6-01c3-4446-9888-933812b43565,Mobile,2026-03-11 03:59:43.741453
94,44,Cart,e787bb1c-d140-42e8-8e9d-22971ae9deff,Mobile,2026-05-09 16:33:43.741453
95,80,Checkout,ed0fdd55-095d-4747-9b9a-d829096f3789,Desktop,2026-03-09 20:30:43.741453
96,24,Checkout,70dc9b90-cd04-4356-969a-94b3834e9b87,Desktop,2025-09-28 16:04:43.741453
97,74,Deals,90d8dae3-9053-4d6b-aa11-2ee8e4be6d6d,Tablet,2025-07-29 18:19:43.741453
98,71,Cart,75596053-b02b-4bad-8799-236d7915e652,Desktop,2026-04-21 19:19:43.741453
99,24,Products,bc19ea10-8c2f-471c-9843-622fde995096,Mobile,2025-09-01 20:44:43.741453
100,42,Cart,7dcacf7c-0587-486f-8393-7fb8715fe030,Tablet,2025-07-25 05:20:43.741453
101,39,Cart,208c5134-6a96-45a9-96e0-47355026fee6,Tablet,2025-07-09 22:54:43.741453
102,78,Profile,05c9c58f-345e-4d80-856d-6f282baa941e,Tablet,2026-03-31 19:10:43.741453
103,67,Deals,9597cd19-fb46-46ba-a18c-2355092c8659,Desktop,2026-03-22 03:08:43.741453
104,74,Home,74169e7d-7b78-41fd-8523-dfeee64e8f69,Tablet,2025-10-05 06:18:43.741453
105,82,Home,535a024a-6f9f-4256-a396-2d171986a976,Tablet,2025-12-25 07:40:43.741453
106,70,Support,e4918e03-3b2f-423a-acbb-7d034e41ca8f,Tablet,2025-12-20 05:18:43.741453
107,71,Products,4a7e37bd-8cd6-4bdf-8c4b-93e05ad0cae5,Mobile,2026-03-16 20:36:43.741453
108,67,Deals,f0c8815f-4c23-44a4-bc9a-9a72ec4d7f8c,Tablet,2025-11-24 22:47:43.741453
109,99,Products,834b590e-44b9-45c7-81bb-7e6d33cb7b2d,Mobile,2025-09-09 05:44:43.741453
110,72,Checkout,b83128fe-537f-4664-bce1-3614109db955,Desktop,2025-10-02 01:06:43.741453
111,72,Support,c97c1ef6-039c-4108-855d-7f3c2a1e2c4f,Mobile,2025-09-09 09:43:43.741453
112,14,Checkout,b5ad302e-499f-4365-b10e-c298bacef6ef,Desktop,2026-02-21 20:47:43.741453
113,39,Products,c83e41c3-3501-4513-bd00-3ea49dbc2125,Desktop,2026-04-04 14:49:43.741453
114,50,Home,a2c28645-3221-4d14-b68f-63c4af5cf399,Desktop,2025-07-10 02:20:43.741453
115,15,Products,76d167f8-9100-4d3d-8a90-328441a1e197,Tablet,2025-10-10 00:20:43.741453
116,46,Home,8bd7d03d-185e-4906-a4f8-de44023b5b44,Tablet,2025-09-23 16:45:43.741453
117,67,Support,5085d572-a84a-430b-9418-c76e85afea0f,Tablet,2025-12-07 20:49:43.741453
118,33,Profile,1ffde59f-0f7c-4fcd-bf02-0ce168e1f467,Mobile,2026-03-28 15:44:43.741453
119,63,Cart,d2225af1-108a-4112-95e3-612cdd028afa,Tablet,2025-10-27 17:00:43.741453
120,79,Support,e0e73e79-f4e6-4df7-af9b-cce2abf3242e,Tablet,2025-05-31 21:55:43.741453
121,51,Products,3d29b82b-b62d-4291-b712-00ed41cadcac,Mobile,2025-07-22 23:19:43.741453
122,84,Support,59197eab-c8b6-45fe-b53c-3f6ec8c2c965,Mobile,2025-10-31 06:07:43.741453
123,68,Checkout,b0229ac6-560e-4514-a198-87306ea951bf,Mobile,2025-12-05 05:48:43.741453
124,91,Home,93a017e8-4a3f-43c4-adbc-4951312999c1,Tablet,2025-11-17 17:03:43.741453
125,48,Checkout,1094fecb-0b98-428b-a358-ae659583e5a9,Mobile,2026-01-27 07:15:43.741453
126,3,Checkout,4763ab58-f3b2-473d-a9f6-8da4177a51f6,Mobile,2026-03-18 20:10:43.741453
127,61,Products,73685161-5fb9-4ab9-aad0-4e82e9b86482,Tablet,2026-02-25 07:21:43.741453
128,98,Deals,c54914af-c428-4429-a50f-d4db42d1e415,Tablet,2026-02-06 01:31:43.741453
129,52,Support,784f8581-8eee-49d0-8fb8-7264cf05764f,Mobile,2026-01-13 16:17:43.741453
130,66,Deals,2d863846-bc04-42af-a281-3ef6e85c112d,Desktop,2025-07-17 14:17:43.741453
131,14,Support,f050dd71-68c7-4d9b-9c31-550041fe6f61,Tablet,2025-11-21 01:36:43.741453
132,72,Products,a3444d33-1859-41f4-8939-825b260d5e81,Desktop,2026-04-05 10:34:43.741453
133,47,Support,be242486-1dce-4ca7-98a3-a629d7e99472,Desktop,2025-11-17 10:49:43.741453
134,64,Checkout,89e26c15-fbef-40c9-b91f-09ab7578b3f9,Desktop,2025-11-23 09:30:43.741453
135,16,Support,49295c05-c61e-44c7-8f77-fc956c53deed,Mobile,2025-07-31 19:52:43.741453
136,96,Profile,bcd6db88-41de-4958-b27c-cdc264aaddd8,Tablet,2026-01-22 04:09:43.741453
137,56,Profile,cd1f7744-8b47-40ca-ad9f-f217475e132b,Mobile,2025-07-06 20:04:43.741453
138,79,Deals,8bfc5d22-67ed-4919-8690-75921104c822,Mobile,2025-07-31 08:21:43.741453
139,69,Support,24bfb192-7170-4ffd-a2a2-b39b983dce17,Desktop,2025-10-24 14:35:43.741453
140,80,Deals,a43e12da-abd2-4fd0-b950-a2ae1d96a4ae,Mobile,2026-03-02 09:50:43.741453
141,83,Cart,bbe016bb-fad5-438a-b46e-7f9b214a1351,Tablet,2025-09-21 13:45:43.741453
142,34,Home,1e187e47-0dd7-4a95-b81a-4d0d7287db08,Mobile,2026-02-03 18:06:43.741453
143,56,Support,4e2600b1-b213-46dd-b9fc-08f67d4fe114,Mobile,2025-12-04 09:23:43.741453
144,79,Checkout,14a7e5d8-a091-4fa8-bf88-a70f4ecc9fa4,Tablet,2025-08-27 11:30:43.741453
145,13,Cart,a349a889-06a8-44c4-932c-7fa197b34f8b,Mobile,2025-06-19 17:39:43.741453
146,15,Profile,07c1768b-2bf8-404a-909d-5cd3a88d27ae,Tablet,2025-11-29 22:31:43.741453
147,7,Checkout,e806d74e-5073-42d4-a47e-8da15a16ad7d,Desktop,2026-02-01 11:08:43.741453
148,22,Products,9ffb2f6b-8c3b-4300-ac35-cb4dcc67b15f,Mobile,2026-04-06 08:38:43.741453
149,99,Checkout,78d27a79-fa3d-4089-9589-bd7f5bf83d52,Mobile,2025-09-22 19:46:43.741453
150,27,Products,7e386418-08ce-4044-9496-282d0070a7c9,Tablet,2025-09-27 09:23:43.741453
151,81,Products,f26658ff-4749-4c06-b2f9-e17abac7db43,Desktop,2026-03-05 05:31:43.741453
152,96,Products,4fe5ca92-aff0-4de5-9ce0-ac9d832349ca,Tablet,2026-04-07 16:23:43.741453
153,64,Home,7dbe9459-1fb4-4d9f-8a1b-6e0282991192,Tablet,2025-11-05 07:44:43.741453
154,2,Cart,20d303f1-578c-447b-acd3-e85f1205e5a4,Tablet,2025-07-05 00:20:43.741453
155,25,Products,181df1e1-ed19-44fc-af85-503e16ea6427,Mobile,2025-08-11 09:37:43.741453
156,34,Products,9dec1c18-62b4-4185-b7be-ab70a1897590,Tablet,2025-07-21 02:22:43.741453
157,31,Profile,dd3cc8e5-4f28-46be-8733-098f0dbed13e,Mobile,2025-09-04 23:15:43.741453
158,53,Profile,7289e7dc-2a3e-495d-811a-fb556afb5d69,Desktop,2026-02-17 13:44:43.741453
159,46,Checkout,df6bc5eb-6b45-4f7b-a65b-e84146753d73,Desktop,2025-06-15 13:19:43.741453
160,21,Deals,a3addbc5-788c-421a-9a7c-4861ce305410,Mobile,2026-02-03 02:00:43.741453
161,59,Checkout,2e94b7c3-4b8f-46bd-b22a-8e0087af5726,Tablet,2026-01-12 01:14:43.741453
162,14,Checkout,914a54d7-abb9-4ccb-bf88-749199baaa07,Desktop,2026-04-12 22:43:43.741453
163,79,Deals,87c60245-106e-46c4-90c3-3ff64592a08d,Desktop,2026-02-03 05:14:43.741453
164,86,Home,d358dd74-cba4-4bda-b1f8-b5bd49593fa2,Tablet,2025-06-18 22:30:43.741453
165,48,Deals,a215c57a-890b-41b5-aa9a-82bfc538ba4b,Tablet,2025-08-30 10:32:43.741453
166,25,Deals,b2ffa471-5cc8-419c-b73a-fe910c538c93,Tablet,2026-02-12 19:22:43.741453
167,71,Profile,49ae9a28-18dd-42e0-ad3e-3b49a9efd820,Tablet,2026-03-09 21:40:43.741453
168,45,Checkout,56ecc475-8ceb-40c0-9187-00f561d85e2b,Mobile,2025-08-23 05:15:43.741453
169,52,Checkout,b5d2f7b6-031d-4d27-8c39-57fa739c7664,Mobile,2026-01-26 22:17:43.741453
170,46,Deals,5c538bfa-e3fd-482c-bcfe-5066c7f5df6b,Tablet,2026-04-15 09:53:43.741453
171,72,Deals,1f96cf26-ab99-4f7f-b5f3-ddcc161fc43d,Mobile,2025-07-05 15:30:43.741453
172,100,Home,39feb68d-c224-4427-9bfa-6ca1b6927a1c,Tablet,2025-08-05 20:10:43.741453
173,26,Home,5f753db4-ac33-4ec7-a310-1a64abba2135,Mobile,2025-10-16 05:49:43.741453
174,71,Home,b12cd192-4da9-4068-94f1-94c8bdd4b9d8,Mobile,2026-03-03 06:48:43.741453
175,70,Cart,abfa7516-5fec-4c91-89cf-da47c6e81c2f,Tablet,2026-04-24 13:36:43.741453
176,64,Home,af8caa7e-a131-4612-b5fd-07cf0e969684,Desktop,2025-06-08 08:02:43.741453
177,56,Support,3eb088d3-1a1d-4765-a9a9-494563be2828,Tablet,2026-03-27 14:10:43.741453
178,98,Deals,47640066-8b56-4a92-b2dd-c1dfb00e6d3f,Tablet,2025-12-30 08:31:43.741453
179,38,Deals,6b2972ac-58aa-4a7f-a037-b02558372774,Desktop,2025-11-28 15:45:43.741453
180,57,Profile,0ddb44c6-500f-481a-bc9c-e00ad7d6ee10,Desktop,2026-05-07 08:05:43.741453
181,91,Deals,7d675331-82f7-4134-aad2-21d68c8293b1,Tablet,2025-08-20 11:49:43.741453
182,65,Profile,b19e2fd8-5455-42ac-aedb-8f2a7117751a,Desktop,2026-04-16 05:26:43.741453
183,15,Deals,896d9fc6-3b7f-4b09-95bf-7cc7504913f6,Tablet,2026-01-05 06:41:43.741453
184,94,Home,9af08313-f7a0-4b0a-a9a1-8e4e5ff9d1c9,Desktop,2025-08-05 00:26:43.741453
185,47,Cart,82900c98-f1b6-41f0-a3cf-ce96b5b1654f,Desktop,2025-11-04 10:07:43.741453
186,61,Checkout,1dd29274-1d11-425d-aab4-c4abd284c582,Tablet,2026-02-28 18:01:43.741453
187,75,Cart,b6f94f79-dcfb-470c-913b-6d2920a03ee3,Desktop,2025-11-06 09:49:43.741453
188,57,Checkout,c5915c7c-964a-41bf-abff-8d42d34bf23e,Tablet,2025-06-05 02:33:43.741453
189,83,Cart,ba29c8a6-c322-437d-b417-e34ba00b24a3,Tablet,2026-04-02 15:20:43.741453
190,44,Support,a2d82f0d-38f0-4e6e-9c4d-efae5e46b250,Tablet,2025-08-23 06:00:43.741453
191,43,Home,f1cd5f7b-a9e5-4eb5-a59d-0840dbb05946,Tablet,2025-11-26 10:47:43.741453
192,76,Deals,883f074f-5679-48be-83ac-428d86732666,Tablet,2025-12-05 03:57:43.741453
193,6,Deals,7c31f73b-32c2-4703-b5fe-fd15b83acd5b,Mobile,2025-11-16 13:25:43.741453
194,74,Home,674c343a-15b9-4e42-914f-4ba19d3d7583,Desktop,2025-08-09 19:59:43.741453
195,48,Support,fc2601b2-7503-42f7-a0bd-8e8f89532ab9,Tablet,2025-11-14 05:29:43.741453
196,74,Products,6c39c358-132e-4ad2-944f-7ef838d58329,Desktop,2026-02-17 11:00:43.741453
197,86,Cart,5b5448a8-5b15-4bee-a07f-93bd3dc8f792,Desktop,2026-02-13 19:47:43.741453
198,26,Home,30857525-d558-45c1-9362-6320b933acbc,Tablet,2026-02-13 15:25:43.741453
199,55,Support,9947d3a2-e43e-4698-8678-28238aa7d466,Desktop,2025-11-20 15:34:43.741453
200,85,Deals,f0942f2e-3aea-4eec-8a40-486f6cfa3fb1,Desktop,2026-03-25 13:28:43.741453
201,13,Products,c09910cb-1d7c-44e8-962e-883fc7f27fc2,Mobile,2025-08-05 23:32:43.741453
202,27,Deals,579cab01-cede-4a41-8561-bc7a0a12607d,Mobile,2026-02-15 07:12:43.741453
203,96,Home,f0d1e312-dc3c-42f3-b59d-6af425ff17f5,Desktop,2025-12-18 05:51:43.741453
204,60,Deals,7bd282ce-0f8a-422e-9b02-9a4c68bc8c7c,Tablet,2025-06-03 20:16:43.741453
205,4,Profile,657efd8b-0e01-4155-980e-7e8af3125861,Desktop,2025-08-20 06:47:43.741453
206,47,Products,2f9acd91-b145-47ce-a80a-84f627eeb6ba,Desktop,2026-04-18 00:20:43.741453
207,96,Profile,1f9bba06-103c-4d9e-a72f-653abd863f01,Desktop,2026-01-18 00:16:43.741453
208,71,Support,ca8d379d-80af-4d6a-988c-911d4d32c5c8,Mobile,2025-09-26 14:23:43.741453
209,50,Products,9af08bbe-60c6-46ab-bc9b-b77969954059,Mobile,2025-06-27 06:58:43.741453
210,62,Products,5f7987d0-f25f-4741-97c9-d6444a3e2e0a,Tablet,2025-11-16 09:29:43.741453
211,51,Cart,fbdbe383-e3ff-466a-b5b7-bf49cdb1999c,Mobile,2026-01-02 02:20:43.741453
212,69,Checkout,0fd9ed02-744f-4a28-b1eb-b10b5b6ee6a3,Tablet,2026-04-09 06:28:43.741453
213,100,Products,772ad3fa-1b2e-4831-b916-81af89d73012,Tablet,2025-05-28 15:38:43.741453
214,11,Support,20710385-0c3e-4e91-94bb-65c8ed00e6f7,Tablet,2025-12-18 00:52:43.741453
215,56,Cart,ddecde8c-ea45-4913-881b-e8f69dd55494,Tablet,2025-08-24 12:48:43.741453
216,86,Support,8bd0e093-6a29-4282-8029-b06452ab2a28,Mobile,2026-01-11 06:02:43.741453
217,64,Support,9b05efab-e1a0-4078-bd45-8a2191388b6d,Mobile,2026-03-27 09:13:43.741453
218,72,Products,f2c0181a-0fd3-4717-982c-f8b1c2c58b19,Mobile,2025-12-09 23:08:43.741453
219,35,Products,7161c8cb-3dfc-4b7a-8ad9-755eb01588c0,Tablet,2026-01-26 23:05:43.741453
220,47,Profile,f7a9d7c5-66e3-4bd4-aaf0-85d68bae6953,Tablet,2026-05-09 19:25:43.741453
221,66,Checkout,acdfc30e-3b2b-4804-ba99-6b2532e01de7,Desktop,2025-11-11 14:57:43.741453
222,43,Profile,7a4bbe92-f2d2-404c-88d2-1702ce2e4893,Mobile,2025-06-19 06:16:43.741453
223,24,Support,8a4b8080-bfad-4cef-98fd-af78ebf758fb,Desktop,2025-12-08 21:35:43.741453
224,80,Support,c85efb8d-ae42-4183-98bc-93062a6d70f5,Desktop,2025-06-21 21:39:43.741453
225,46,Support,722eab5a-f2a6-4328-a9c4-a83d877ec44d,Desktop,2025-08-27 08:32:43.741453
226,10,Cart,f5b43225-f482-4c10-8a6a-3a474b283c7d,Tablet,2026-01-30 09:16:43.741453
227,47,Checkout,b325901c-36e2-4faa-81ce-75e66af5d418,Mobile,2025-09-13 22:38:43.741453
228,71,Cart,724b435f-1778-4404-bda4-9ba32fecda13,Tablet,2025-08-04 09:23:43.741453
229,82,Support,a7fe1201-3236-4212-8fa4-0084a62df4c0,Tablet,2025-07-23 10:23:43.741453
230,13,Support,eb872b47-7bf7-4486-bb7c-4a770fce37a2,Desktop,2026-02-07 13:09:43.741453
231,98,Products,f4fa31c4-d1a3-4128-bf4d-8d0bca2a03aa,Mobile,2026-04-25 04:37:43.741453
232,37,Cart,cc9ca4fe-2ae6-4389-ab5e-acb0e32706bc,Mobile,2025-07-09 10:21:43.741453
233,76,Checkout,769109aa-96a8-4db8-81f8-fc3bee3f61eb,Tablet,2025-07-26 02:52:43.741453
234,93,Profile,6e0fa490-b62c-4399-a621-267a5633c781,Tablet,2026-05-08 03:58:43.741453
235,47,Deals,ce3662d6-b98a-45f0-8556-82e89c8dc5df,Mobile,2025-09-17 01:04:43.741453
236,32,Deals,ad948693-69ec-4d43-8f80-a4a3d978c323,Tablet,2025-10-16 11:03:43.741453
237,23,Support,a3654f51-c2a3-4766-b08d-3c05a165b02d,Mobile,2025-08-19 21:05:43.741453
238,55,Cart,b69378b3-2550-4eb5-a362-26b0a4f17326,Desktop,2025-11-25 02:49:43.741453
239,16,Home,31187eb0-bdba-411d-887a-745bdb652d29,Tablet,2025-10-22 10:19:43.741453
240,1,Support,422a537c-f9db-4562-b0a3-ead5929e58bc,Mobile,2026-04-04 07:47:43.741453
241,79,Checkout,e5a55060-e067-488b-a8eb-a7d18c10284c,Mobile,2025-10-11 19:09:43.741453
242,33,Checkout,7d2373a4-d9d6-49d2-b063-7fb61306e17a,Tablet,2025-11-07 23:10:43.741453
243,16,Cart,7e480082-29f9-4a09-96eb-7d532d51a6a6,Desktop,2025-10-07 20:43:43.741453
244,18,Cart,25b89300-ec4a-4438-94b1-a5824dd8108c,Mobile,2026-02-22 17:23:43.741453
245,26,Cart,f42ecdae-4c4f-4f42-abe8-d944c62ba8ec,Tablet,2025-07-13 11:14:43.741453
246,5,Checkout,3d2538e3-a8a0-4294-9ab0-33986583a757,Desktop,2025-10-19 13:46:43.741453
247,99,Checkout,b8fb6fb1-1b78-473c-bf4e-76de1e2836e7,Desktop,2025-10-17 17:50:43.741453
248,20,Deals,878e9bb4-f4f2-4b8e-8fe5-1d6958a9d550,Desktop,2026-01-15 18:30:43.741453
249,93,Profile,02faebc0-dd0f-4902-a8d2-cdc6e08c7448,Mobile,2025-08-03 21:09:43.741453
